,spam,sms,sms_transform
4518,0,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",got part nottingham 3 hr 63mile good thing love man much 40mph hey ho
4519,0,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,think one say clearli ok leav need ask go come
4520,0,Hi good mornin.. Thanku wish u d same..,hi good mornin thanku wish u
4521,0,DO U WANT 2 MEET UP 2MORRO,u want 2 meet 2morro
4522,0,Actually I decided I was too hungry so I haven't left yet :V,actual decid hungri left yet v
4523,0,I've sent Ì_ my part..,sent part
4524,0,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,co shop wif darren ju n call 2 ask wat present wan lor start guess wif n final guess darren lor
4525,1,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec å£1.50ea. OTBox 731 LA1 7WS. )",want cock hubbi away need real man 2 satisfi txt wife 89938 string action txt stop 2 end txt rec otbox 731 la1 7w
4526,0,Understand. his loss is my gain :) so do you work? School?,understand loss gain work school
4527,0,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,u miss u havent 2 much bit bore holiday want 2 go bak 2 colleg sad isnt xx
4528,0,"Hiya, probably coming home * weekend after next",hiya probabl come home weekend next
4529,0,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,forget though love walk besid watch keep heart warm
4530,0,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,wish thing differ wonder abl show much valu pl continu brisk walk drug without askin pleas find thing laugh love dearli
4531,0,Ok both our days. So what are you making for dinner tonite? Am I invited?,ok day make dinner tonit invit
4532,1,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,gr8 new servic live sex video chat mob see sexiest dirtiest girl live ur phone 4 detail text horni 89070 cancel send stop 89070
4533,0,I have no money 4 steve mate! !,money 4 steve mate
4534,0,IM LATE TELLMISS IM ON MY WAY,im late tellmiss im way
4536,0,Normally i use to drink more water daily:),normal use drink water daili
4537,0,Dare i ask... Any luck with sorting out the car?,dare ask luck sort car
4538,0,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",parti place usf charg contribut way greatli appreci yeah got room one
4539,0,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",urgh coach hot smell chip fat thank especi duvet predict text word
4540,0,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,hiya last night naughti bought cloth littl readi shop tho kind time wan na meet
4541,1,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,freemsg hi babi wow got new cam mobi wan na c hot pic fanci chat im w8in 4utxt rpli chat 82242 hlp 08712317606 msg150p 2rcv
4542,0,I've been trying to reach him without success,tri reach without success
4543,0,when you and derek done with class?,derek done class
4544,0,Never y lei... I v lazy... Got wat? Dat day Ì_ send me da url cant work one...,never lei v lazi got wat dat day send da url cant work one
4545,0,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,never tri alon take weight tear come ur heart fall ur eye alway rememb stupid friend share bslvyl
4546,0,Hey mate. Spoke to the mag people. WeÛ÷re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ,hey mate spoke mag peopl deliv end month deliv 24th talk later
4548,0,"Haha, my friend tyler literally just asked if you could get him a dubsack",haha friend tyler liter ask could get dubsack
4549,0,"\Hey! do u fancy meetin me at 4 at cha åÐ hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\""""",u fanci meetin 4 cha åð hav lil beverag txt ring meet l8r quit tire got 3 love pete x x
4550,0,Great. Have a safe trip. Dont panic surrender all.,great safe trip dont panic surrend
4551,0,"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your""",u love like listen song get stop u see name belov wo get angri
4552,0,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,sun ah thk mayb dun anythin thk book e lesson e pilat orchard mrt u noe hor
4553,0,Try to do something dear. You read something for exams,tri someth dear read someth exam
4555,0,Gettin rdy to ship comp,gettin rdi ship comp
4556,0,I am in hospital da. . I will return home in evening,hospit return home even
4557,0,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),piss talk someon realis u point read backward
4558,0,Think + da. You wil do.,think da wil
4559,0,I'm awake oh. What's up.,awak oh
4560,0,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,good afternoon boytoy goe walk day get polic abstract still wake miss babe
4561,0,How much u trying to get?,much u tri get
4562,0,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",come around lt decim gt pm vikki otsid nw il come tht time
4563,0,Tell me again what your address is,tell address
4565,0,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,buy blackberri bold 2 torch buy new use let know plu say buy lt gt g wifi ipad say lt gt g
4566,0,But you were together so you should be thinkin about him,togeth thinkin
4567,0,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,hiya how go sunni africa hope u r avin good time give big old silver back big kiss
4568,0,At WHAT TIME should i come tomorrow,time come tomorrow
4569,1,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,wan na laugh tri mobil logon txting word chat send 8883 cm po box 4217 london w1a 6zf rcvd
4570,0,\CHA QUITEAMUZING THATåÕSCOOL BABE,quiteamuz thatåõscool babe
4571,0,Omg how did u know what I ate?,omg u know ate
4572,1,"\URGENT! This is the 2nd attempt to contact U!U have WON å£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxå£7. 50\""""",2nd attempt contact u u 09071512432 b4 300603t
4573,0,:( but your not here....,
4574,0,Not directly behind... Abt 4 rows behind Ì_...,directli behind abt 4 row behind
4575,1,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,congratul ur award 500 cd voucher 125gift guarante free entri 2 100 wkli draw txt music 87066
4576,1,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",contract mobil 11 mnth latest motorola nokia etc free doubl min text orang tariff text ye callback remov record
4577,1,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",urgent call 09066350750 landlin complimentari 4 ibiza holiday cash await collect sae cs po box 434 sk3 8wp 150 ppm
4578,0,No plans yet. What are you doing ?,plan yet
4579,0,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,hi engag fixd lt gt th next month know realli shock bt hmm njan vilikkam ws al sudn
4580,0,Not course. Only maths one day one chapter with in one month we can finish.,cours math one day one chapter one month finish
4581,0,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),wow think common take back ur freak unless u chop
4583,0,Noooooooo please. Last thing I need is stress. For once in your life be fair.,noooooooo pleas last thing need stress life fair
4584,1,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,u secret admir look 2 make contact r reveal think ur
4586,0,"I'll see if I can swing by in a bit, got some things to take care of here firsg",see swing bit got thing take care firsg
4587,0,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),want wish happi new year want talk legal advic gari split person make trip ptbo hope everyth good babe love ya
4588,0,Have you not finished work yet or something?,finish work yet someth
4591,0,Right it wasnt you who phoned it was someone with a number like yours!,right wasnt phone someon number like
4592,0,It's ok i wun b angry. Msg u aft i come home tonight.,ok wun b angri msg u aft come home tonight
4593,0,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,good time nice someth bit differ weekend chang see ya soon
4594,0,Yo sorry was in the shower sup,yo sorri shower sup
4595,0,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",carlo pick swing usf littl bit
4596,0,Full heat pa:-) i have applyed oil pa.,full heat pa appli oil pa
4597,0,I'm stuck in da middle of da row on da right hand side of da lt... ,stuck da middl da row da right hand side da lt
4598,0,Have you laid your airtel line to rest?,laid airtel line rest
4599,0,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,hi u decid wot 2 get 4 bday ill prob ju get voucher frm virgin sumf
4600,1,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,freemsg txt call 86888 claim reward 3 hour talk time use phone inc 3hr 16 stop txtstop
4601,0,\Hey j! r u feeling any better,j r u feel better
4602,0,And I don't plan on staying the night but I prolly won't be back til late,plan stay night prolli wo back til late
4603,0,THANX 4 PUTTIN DA FONE DOWN ON ME!!,thanx 4 puttin da fone
4604,0,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",need 8th campu atm could pick hour two
4605,0,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scare hiphop open cant catch
4606,0,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,run manag 5 minut need oxygen might resort roller option
4607,0,We live in the next  &lt;#&gt; mins,live next lt gt min
4608,0,Y de asking like this.,de ask like
4609,0,Just glad to be talking to you.,glad talk
4610,0,Wat time Ì_ finish?,wat time finish
4611,0,Sorry da. I gone mad so many pending works what to do.,sorri da gone mad mani pend work
4612,0,How much you got for cleaning,much got clean
4613,0,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,how favourit person today r u workin hard could sleep last nite nearli rang u
4614,1,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,sunshin quiz win super soni dvd record cannam capit australia text mquiz b
4615,0,ÌÏ called dad oredi...,ìï call dad oredi
4616,0,Good. do you think you could send me some pix? I would love to see your top and bottom...,good think could send pix would love see top bottom
4617,0,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,nvm go wear sport shoe anyway go late leh
4618,0,"Sorry, I'll call later In meeting.",sorri call later meet
4619,0,THIS IS A LONG FUCKIN SHOWR,long fuckin showr
4620,0,"Received, understood n acted upon!",receiv understood n act upon
4621,0,They finally came to fix the ceiling.,final came fix ceil
4622,0,"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....""",u need presnt alway bcz u cant mi love irulina neekunna prakasamanu prakasam ennal prabha mn prabha got dont mi
4623,0,Jus finish blowing my hair. U finish dinner already?,ju finish blow hair u finish dinner alreadi
4624,0,I'm on the bus. Love you,bu love
4625,0,Lol ... I knew that .... I saw him in the dollar store,lol knew saw dollar store
4627,1,Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,today voda number end 7634 select receiv reward match pleas call 08712300220 quot claim code 7684 standard rate appli
4628,0,Only saturday and sunday holiday so its very difficult:),saturday sunday holiday difficult
4629,0,Everybody had fun this evening. Miss you.,everybodi fun even miss
4630,0,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",got hella ga money want go grand natur adventur galileo littl bit
4632,0,Oh wow thats gay. Will firmware update help,oh wow that gay firmwar updat help
4633,0,These won't do. Have to move on to morphine,wo move morphin
4634,0,How come i din c Ì_... Yup i cut my hair...,come din c yup cut hair
4635,0,K k pa Had your lunch aha.,k k pa lunch aha
4637,0,Captain vijaykanth is doing comedy in captain tv..he is drunken :),captain vijaykanth comedi captain tv drunken
4638,0,Of course. I guess god's just got me on hold right now.,cours guess god got hold right
4639,0,Do you hide anythiing or keeping distance from me,hide anythi keep distanc
4640,0,Havent.,havent
4641,1,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,rip get mobil content call 08717509990 six download 3
4642,0,Sorry i din lock my keypad.,sorri din lock keypad
4644,0,Are you planning to come chennai?,plan come chennai
4645,1,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,tri contact repli offer video phone 750 anytim network min half price line rental camcord repli call 08000930705
4646,0,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,god creat gap btwn ur finger dat sum1 vri special fill gap hold ur hand plz dont ask creat much gap leg
4647,0,We are okay. Going to sleep now. Later,okay go sleep later
4649,0,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \""""",final happen aftr decad beer cheaper petrol gover expect us drive
4650,1,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611 ,xma reward wait comput randomli pick loyal mobil custom receiv reward call 09066380611
4651,0,Where r e meeting tmr?,r e meet tmr
4652,0,Lol yes. But it will add some spice to your day.,lol ye add spice day
4654,0,Our Prasanth ettans mother passed away last night. Just pray for her and family.,prasanth ettan mother pass away last night pray famili
4655,0,"K, I'll work something out",k work someth
4656,1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,privat 2003 account statement show 800 point call 08718738002 identifi code 48922 expir
4657,0,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,messag great doctor india 1 drink appi fizz contain cancer caus age
4659,0,You call him and tell now infront of them. Call him now.,call tell infront call
4660,0,Ok no prob...,ok prob
4661,0,Ladies first and genus second k .,ladi first genu second k
4662,0,No. Yes please. Been swimming?,ye pleas swim
4663,0,Mum not going robinson already.,mum go robinson alreadi
4664,0,Ok set let u noe e details later...,ok set let u noe e detail later
4665,0,Not..tel software name..,tel softwar name
4666,0,I send the print  outs da.,send print out da
4667,0,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,im reali soz imat mum 2nite 2moro
4668,0,"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born",born god said anoth born
4669,0,"I didnt get ur full msg..sometext is missing, send it again",didnt get ur full msg sometext miss send
4670,0,"Probably not, I'm almost out of gas and I get some cash tomorrow",probabl almost ga get cash tomorrow
4671,1,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",custom servic announc recent tri make deliveri unabl pleas call 07099833605
4672,0,I forgot 2 ask Ì_ all smth.. There's a card on da present lei... How? ÌÏ all want 2 write smth or sign on it?,forgot 2 ask smth card da present lei ìï want 2 write smth sign
4673,0,I'm leaving my house now.,leav hous
4674,1,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",hi babe chloe r u smash saturday night great weekend u miss sp text stop stop
4675,0,ÌÏ ready then call me...,ìï readi call
4676,0,Wewa is 130. Iriver 255. All 128 mb.,wewa iriv 128 mb
4677,0,It is a good thing I'm now getting the connection to bw,good thing get connect bw
4678,0,Sry da..jst nw only i came to home..,sri da jst nw came home
4679,0,"That's cool he'll be here all night, lemme know when you're around",cool night lem know around
4680,0,Are you staying in town ?,stay town
4681,0,"Haha yeah, 2 oz is kind of a shitload",haha yeah 2 oz kind shitload
4682,0,Ok u can take me shopping when u get paid =D,ok u take shop u get paid
4684,0,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",alright bring see like lt gt min
4685,0,But pls dont play in others life.,pl dont play other life
4686,0,Eatin my lunch...,eatin lunch
4687,0,Hmmm.but you should give it on one day..,give one day
4688,0,"Didn't try, g and I decided not to head out",tri g decid head
4689,0,Ok no prob,ok prob
4690,0,Surly ill give it to you:-) while coming to review.,surli ill give come review
4691,0,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",march end readi call sure problem capit never complet far work ladi
4693,0,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,pl give food prefer pap slowli load sugar take hour give water slowli
4694,1,"URGENT! Your Mobile No 07808726822 was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",urgent mobil 07808726822 award bonu caller prize 2nd attempt contact call box95qu
4695,0,A guy who gets used but is too dumb to realize it.,guy get use dumb realiz
4696,0,"Okey dokey, iÛ÷ll be over in a bit just sorting some stuff out.",okey dokey bit sort stuff
4698,0,Yes fine ,ye fine
4700,0,I liked the new mobile,like new mobil
4701,0,Anytime...,anytim
4702,0,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,mmmmmmm snuggl deep content sigh whisper fuck love much bare stand
4703,0,Yar but they say got some error.,yar say got error
4704,0,Hey anyway i have to :-),hey anyway
4705,0,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,wow healthi old airport rd lor cant thk anyth els b bath dog later
4706,0,Wif my family booking tour package.,wif famili book tour packag
4707,0,"Did you say bold, then torch later. Or one torch and 2bold?",say bold torch later one torch 2bold
4708,0,"Haha awesome, I might need to take you up on that, what you doin tonight?",haha awesom might need take doin tonight
4709,0,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),ya knw u vl giv ok thank kano anyway enjoy wit ur famili wit 1st salari
4710,0,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,huh slow tot u reach long ago liao u 2 day 4 leh
4711,0,Thats cool princess! I will cover your face in hot sticky cum :),that cool princess cover face hot sticki cum
4712,0,Big brotherÛ÷s really scraped the barrel with this shower of social misfits,big realli scrape barrel shower social misfit
4713,0,Oops i thk i dun haf enuff... I go check then tell Ì_..,oop thk dun haf enuff go check tell
4714,0,S:)8 min to go for lunch:),8 min go lunch
4715,0,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",hey happen u switch ur cell whole day isnt good u care give call tomorrow
4716,0,"K will do, addie &amp; I are doing some art so I'll be here when you get home",k addi amp art get home
4718,0,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",aiyo lesson earli still sleepin haha oki u go home liao den confirm w lor
4719,0,Forgot to tell Ì_ smth.. Can Ì_ like number the sections so that it's clearer..,forgot tell smth like number section clearer
4720,0,"Yup. Anything lor, if u dun wan it's ok...",yup anyth lor u dun wan ok
4721,0,"I'm home, my love ... If your still awake ... *loving kiss*",home love still awak love kiss
4722,0,HELLO PEACH! MY CAKE TASTS LUSH!,hello peach cake tast lush
4723,1,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",free game get rayman golf 4 free o2 game arcad 1st get ur game set repli post save activ8 press 0 key arcad termsappli
4724,0,"There'll be a minor shindig at my place later tonight, you interested?",minor shindig place later tonight interest
4725,0,Jason says it's cool if we pick some up from his place in like an hour,jason say cool pick place like hour
4726,1,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",mobil 10 mth updat latest phone free keep ur number get extra free text ye call
4727,0,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,career tel ad u contact send free sm remov phonebook sm lt gt
4728,0,I've reached already.,reach alreadi
4729,0,I dont know ask to my brother. Nothing problem some thing that. Just i told .,dont know ask brother noth problem thing told
4730,0,K:)eng rocking in ashes:),k eng rock ash
4731,0,Wat time r Ì_ going to xin's hostel?,wat time r go xin hostel
4732,0,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,good morn dear shijutta great amp success day
4734,0,Oh k:)after that placement there ah?,oh k placement ah
4735,0,"Not for possession, especially not first offense",possess especi first offens
4736,0,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",nt drive even mani reason call bbd tht chikku hw abt dvg cold heard tht vinobanagar violenc hw condit hw ru problem
4737,0,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,bought test yesterday someth let know exact day u get 2u 2 3wk pl pl dont fret know u r worri pl relax also anyth ur past histori u need tell
4738,0,We have pizza if u want,pizza u want
4739,0,"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\""""",keep see weird shit bein realis actual reason
4740,0,Many more happy returns of the day. I wish you happy birthday.,mani happi return day wish happi birthday
4743,0,"\Thinking of u ;) x\""""",u
4745,0,Orh i tot u say she now still dun believe.,orh tot u say still dun believ
4746,0,"When you just put in the + sign, choose my number and the pin will show. Right?",put sign choos number pin show right
4747,0,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,beauti life next second hide thousand secret wish everi second wonder ur life gud n8
4748,0,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,thanx u darlin im cool thanx bday drink 2 nite 2morrow take care c u
4749,0,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",still mayb leav credit card get ga get back like told
4750,1,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,weekli tone readi download week new tone includ 1 crazi f 2 3 black p info n
4751,0,Well boy am I glad G wasted all night at applebees for nothing,well boy glad g wast night applebe noth
4752,1,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,get lot cash weekend dear welcom weekend got biggest best ever cash give away
4753,0,Ok lor... Or u wan me go look 4 u?,ok lor u wan go look 4 u
4754,0,U wan 2 haf lunch i'm in da canteen now.,u wan 2 haf lunch da canteen
4755,0,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,make life stressful alway find time laugh may add year life sure add life ur year gud ni8 swt dream
4756,0,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",hey look like wrong one kappa guy number still phone want text see around
4758,1,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 å£100 cash. Name the NEW US President? txt ans to 80082,thank 4 continu support question week enter u in2 draw 4 cash name new us presid txt an 80082
4759,0,I'm home. Doc gave me pain meds says everything is fine.,home doc gave pain med say everyth fine
4760,0,It's Ì© only $140 ard...Ìä rest all ard $180 at least...Which is Ì© price 4 Ì© 2 bedrm ($900),140 ard ìä rest ard 180 least price 4 2 bedrm 900
4761,0,Me too! Have a lovely night xxx,love night xxx
4762,0,Prepare to be pleasured :),prepar pleasur
4763,0,Hi.:)technical support.providing assistance to us customer through call and email:),hi technic assist us custom call email
4764,0,if you text on your way to cup stop that should work. And that should be BUS,text way cup stop work bu
4765,0,Whens your radio show?,when radio show
4766,1,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,uniqu user id remov send stop 87239 custom servic 08708034412
4767,0,I'm not sure if its still available though,sure still avail though
4768,0,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,watev relat u built di world thing remain atlast iz lonlin lotz n lot memori feel
4769,0,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,cheer lou yeah goodnit shame u neva came c ya gailxx
4770,0,Hi..i got the money da:),hi got money da
4772,0,Ok then u tell me wat time u coming later lor.,ok u tell wat time u come later lor
4773,0,U repeat e instructions again. Wat's e road name of ur house?,u repeat e instruct wat e road name ur hous
4775,0,Quite lor. But dun tell him wait he get complacent...,quit lor dun tell wait get complac
4776,0,Sorry completely forgot * will pop em round this week if your still here?,sorri complet forgot pop em round week still
4777,0,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,u r beauti girl ive ever seen u r babi come c common room
4778,0,O we cant see if we can join denis and mina? Or does denis want alone time,cant see join deni mina deni want alon time
4779,0,Sen told that he is going to join his uncle finance in cbe,sen told go join uncl financ cbe
4780,0,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,yup hey one day fri ask miwa jiayin take leav go karaok
4781,0,"Call me, i am senthil from hsbc.",call senthil hsbc
4782,0,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",especi sinc talk boston person statement lol woulda chang realiz said nyc say boston
4783,0,Indeed and by the way it was either or - not both !,inde way either
4784,1,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or å£10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",urgent 09066649731from landlin complimentari 4 ibiza holiday cash await collect sae cs po box 434 sk3 8wp 150ppm
4785,0,Holy living christ what is taking you so long,holi live christ take long
4786,0,ÌÏ thk of wat to eat tonight.,ìï thk wat eat tonight
4787,0,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",thanx yup come back sun finish dinner go back 2 hotel time fli tog 4 exactli mth today hope haf mani mth come
4788,0,We're on the opposite side from where we dropped you off,opposit side drop
4789,0,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,yup izzit still rain heavili co e mrt ca c outsid
4790,0,Send me your resume:-),send resum
4791,0,Gd luck 4 ur exams :-),gd luck 4 ur exam
4792,0,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,u ask next sat make ok lor
4793,0,Sorry that was my uncle. I.ll keep in touch,sorri uncl keep touch
4794,0,Saw Guys and Dolls last night with Patrick Swayze it was great,saw guy doll last night patrick swayz great
4795,1,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,urgent 2nd attempt contact prize yesterday still await collect claim call 09061702893
4796,1,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,santa call would littl one like call santa xma eve call 09077818151 book time last 3min 30 c
4797,0,Just come home. I don't want u to be miserable,come home want u miser
4798,0,I dont know why she.s not getting your messages,dont know get messag
4799,0,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",cool tyler take gon na buy drop place later tonight total order quarter got enough
